Longitude,Latitude
35.25894,-0.53981
35.15849,-0.85314
35.15849,-0.85314
35.15849,-0.85314
35.31017,1.36664
35.01101,0.36508
35.01058,0.36972
35.01058,0.36972
35.24111,0.38838
35.24111,0.38838
35.08223,-0.27471
35.08223,-0.27471
35.00894,0.33688
35.00894,0.33688
35.93782,0.34515
35.99329,0.15929
35.99329,0.15929
35.34639,-0.70916
37.68378,-0.36543
35.25233,1.04646
37.68378,-0.36543
35.83487,0.1063
35.14578,0.60768
35.14578,0.60768
35.05895,-1.01257
35.05895,-1.01257
35.11174,-0.27125
35.11174,-0.27125
35.09429,1.59174
35.09692,1.59206
35.09692,1.59206
35.14877,1.0147
35.21676,0.99259
35.14877,1.0147
35.21676,0.99259
35.22056,1.08713
35.2599,1.0302
35.2599,1.0302
35.3376,-0.17075
35.3376,-0.17075
35.33529,-0.17085
35.33529,-0.17085
35.33563,-0.16894
35.58444,1.2975
35.40543,0.17135
35.40543,0.17135
35.54608,1.41011
35.13978,1.09097
35.54234,-0.10984
35.54234,-0.10984
35.21417,-0.74415
35.54234,-0.10984
36.38957,0.30115
36.38957,0.30115
36.3906,0.29715
35.12737,-0.62315
35.11324,-0.86226
35.11324,-0.86226
35.33815,-0.28664
35.1512,-0.34346
35.57159,-0.20525
35.2276,-0.68811
35.1512,-0.34346
35.2276,-0.68811
35.15194,-0.34237
35.09502,-0.48818
35.31766,0.02007
35.31766,0.02007
35.6767,-0.4972
35.6767,-0.4972
35.29585,0.06443
35.29585,0.06443
35.2714,-0.89773
35.1822,-0.33211
35.1822,-0.33211
35.57656,0.38474
35.5799,0.37965
35.5799,0.37965
34.79197,1.18562
34.79197,1.18562
36.96166,-1.15705
35.39008,0.03896
35.39008,0.03896
35.01177,0.28151
35.03607,-0.29596
35.03694,-0.29967
35.03607,-0.29596
36.73052,-1.28695
36.01842,1.01368
36.01842,1.01368
35.10028,-0.90211
35.10028,-0.90211
34.79108,0.83992
34.79093,0.83721
34.79093,0.83721
34.79066,0.83619
35.08554,-0.51345
35.08554,-0.51345
35.81344,1.17904
35.15002,-0.63159
35.69498,0.80796
35.05943,0.43406
35.64349,1.22304
35.64349,1.22304
35.33001,0.4014
35.33001,0.4014
35.15502,-0.8425
35.61481,1.29158
35.61481,1.29158
36.02973,-0.5403
36.02973,-0.5403
34.87146,0.38394
34.92119,0.41957
34.92119,0.41957
34.92119,0.41957
35.07889,-0.92952
35.0844,-0.74928
35.07889,-0.92952
35.63399,1.0749
35.63399,1.0749
35.59403,1.04568
40.15631,-3.05574
40.15631,-3.05574
35.27717,-0.11521
35.27717,-0.11521
35.20439,-0.65963
35.20335,-0.66055
35.20271,-0.65999
35.20439,-0.65963
34.77883,0.90329
35.47989,-0.26405
34.77883,0.90329
35.47989,-0.26405
35.49789,-0.26405
35.48147,0.98901
35.48147,0.98901
35.68573,-0.32826
35.68573,-0.32826
35.68342,-0.32513
35.37166,0.48236
35.62812,-0.42467
35.62812,-0.42467
35.6335,-0.41237
35.63339,-0.41402
36.02641,0.84107
36.02641,0.84107
35.45938,0.66451
34.78164,0.919
34.78164,0.919
35.07746,-0.94387
35.07746,-0.94387
35.28491,-0.69957
35.08001,-0.94978
35.29441,-0.69542
35.08001,-0.94978
35.28491,-0.69957
35.28491,-0.69957
35.46382,0.35179
35.2927,0.34682
35.46382,0.35179
35.46718,0.35259
35.59183,1.06451
35.59183,1.06451
35.67543,0.55089
35.67543,0.55089
35.67543,0.55089
35.64453,1.13046
35.64453,1.13046
35.64469,1.13237
35.64378,1.13254
35.31994,-0.10937
35.31934,-0.11348
35.31934,-0.11348
35.97218,-0.35539
35.97218,-0.35539
34.85124,0.97023
35.14227,1.42672
35.12883,1.44911
35.12883,1.44911
39.73795,-3.87876
35.5331,1.41135
35.5331,1.41135
35.53878,1.42156
35.67364,-0.09775
35.28163,1.0684
35.28163,1.0684
35.61707,0.9992
35.61707,0.9992
34.9407,0.13805
34.9407,0.13805
35.37295,-0.30029
35.28197,0.25116
35.28197,0.25116
35.16447,0.15701
35.16447,0.15701
35.38815,-0.67465
35.38728,-0.6729
35.33442,-0.75353
35.38815,-0.67465
34.85052,0.64032
34.85052,0.64032
34.85052,0.64032
34.98927,1.01882
34.98927,1.01882
35.28487,-0.70182
35.28441,-0.69798
35.3182,0.88593
35.3182,0.88593
34.81275,0.15073
34.81275,0.15073
34.81167,0.36948
34.81167,0.36948
37.67348,-3.38969
40.01938,-1.43485
40.01938,-1.43485
39.95178,-1.15817
39.95178,-1.15817
35.10357,1.23494
35.33309,-0.3515
35.33309,-0.3515
35.3506,-0.35019
37.91971,-0.27726
37.91971,-0.27726
37.91839,-0.28063
37.91971,-0.27726
34.34089,-0.24211
34.34233,-0.24344
34.34089,-0.24211
39.57565,-4.253
36.7141,-0.97331
36.07995,2.45986
34.90764,-0.86336
34.90764,-0.86336
34.90764,-0.86336
35.34937,-0.19505
39.39307,-4.11127
39.41828,-4.01063
36.01465,-0.60047
36.01465,-0.60047
35.99652,-0.15277
35.99652,-0.15277
37.37782,-1.97064
37.37782,-1.97064
37.60795,-0.24909
40.65728,2.44416
40.65728,2.44416
40.66241,2.4428
40.65728,2.44416
37.52267,-2.90707
37.52267,-2.90707
37.61247,-0.37354
36.84812,-1.16133
36.84812,-1.16133
35.89171,-0.82807
34.81842,-0.8841
34.81842,-0.8841
37.03734,-0.38355
37.0387,-0.38493
34.57448,-0.47507
34.57448,-0.47507
39.61864,-3.9161
39.61864,-3.9161
39.7075,-1.29106
39.7075,-1.29106
34.84821,-0.09135
34.4912,-0.54783
34.84821,-0.09135
34.4912,-0.54783
34.84821,-0.09135
39.36775,-3.85777
39.33596,-4.49785
39.33596,-4.49785
39.20185,-3.95253
39.20185,-3.95253
39.69199,-3.83123
39.69199,-3.83123
35.60159,-0.65395
35.60159,-0.65395
39.31355,-4.22011
39.4763,-3.975
39.41233,-3.99019
39.35528,-3.98833
35.12113,-1.04035
35.12113,-1.04035
35.34937,-0.19505
35.35365,-0.18441
34.20066,-0.41214
37.07644,-1.05363
36.06317,-0.31571
36.36045,0.06326
39.61713,-4.02528
36.75578,-1.27757
36.75578,-1.27757
34.32307,-0.3681
39.56174,-4.29835
39.56174,-4.29835
38.56085,-3.38054
36.70252,-1.25352
37.5702,0.35976
35.07048,-0.72376
35.07048,-0.72376
35.07048,-0.72376
34.42667,0.54089
34.42667,0.54089
34.4266,0.53952
34.75964,0.39217
34.75964,0.39217
39.64967,-3.79478
39.64967,-3.79478
39.64997,-3.79478
34.82875,0.23319
34.81941,0.58094
34.81941,0.58094
34.81941,0.58094
34.90927,0.45688
34.90927,0.45688
34.90927,0.45688
34.61257,-1.29071
34.61257,-1.29071
34.6138,-1.29335
34.95758,-0.56896
34.95758,-0.56896
39.01249,-4.43856
39.01249,-4.43856
36.9149,-0.5712
36.91598,-0.59032
35.29735,-0.74606
35.29735,-0.74606
39.95896,-3.38829
39.95896,-3.38829
40.36555,3.91843
35.4867,0.10363
35.4867,0.10363
35.4867,0.10363
34.80607,-0.76406
34.80607,-0.76406
34.83668,-0.76555
34.83668,-0.76555
34.83668,-0.76555
39.33374,-4.05615
39.33374,-4.05615
39.49131,-4.2417
39.49131,-4.2417
34.92361,0.26824
34.92361,0.26824
34.88069,-0.83983
34.88069,-0.83983
34.88081,-0.84527
35.08678,1.02607
35.08678,1.02607
35.08741,1.0262
35.02421,-0.50885
35.02421,-0.50885
35.02421,-0.50885
34.65772,-0.67464
34.65772,-0.67464
34.91288,-0.73801
34.86447,-0.86323
34.86447,-0.86323
34.93071,-0.80059
34.93071,-0.80059
34.91288,-0.73801
39.45939,-4.13942
39.45939,-4.13942
34.94183,0.41254
34.94183,0.41254
34.95896,0.27439
39.49666,-4.03787
39.49666,-4.03787
34.95758,-0.56896
34.8647,-0.73638
34.8647,-0.73638
35.33137,-0.76406
39.76794,-3.79569
39.76739,-3.797
39.76794,-3.79569
35.03128,0.97388
35.53734,0.90122
35.53734,0.90122
35.53734,0.90122
37.63345,-0.22552
37.63345,-0.22552
37.62841,-0.22012
37.63285,-0.22975
37.6273,-0.23189
37.6273,-0.23189
37.62604,-0.23026
37.62708,-0.23212
37.60277,-0.23002
37.60277,-0.23002
37.63506,-0.22953
37.63506,-0.22953
36.62679,0.33873
35.19256,0.16575
35.19256,0.19256
36.35345,-0.24711
37.7167,-3.20473
37.7167,-3.20473
38.39485,-3.35987
38.39485,-3.35987
38.39485,-3.35987
34.80702,0.34226
34.80702,0.34226
34.80702,0.34226
34.75083,0.45884
38.36894,-3.41455
38.36894,-3.41455
36.09057,0.10593
36.09057,0.10593
35.0269,0.25812
35.01674,0.25922
35.01674,0.25922
36.89226,-0.89087
36.89376,-0.89914
36.89378,-0.8961
35.27864,-0.64524
35.27864,-0.64524
35.45444,1.31861
35.45444,1.31861
39.57708,-4.24483
39.57708,-4.24483
34.51507,0.72597
34.51507,0.72597
39.60618,-3.91704
36.75501,-1.2724
36.75501,-1.2724
34.29816,-0.16379
34.82409,1.03509
34.84699,1.04165
34.84699,1.04165
35.26407,1.19832
35.10727,1.20919
35.26407,1.19832
35.17755,1.86474
37.05267,-0.63632
36.96661,-0.44397
36.96661,-0.44397
35.1239,0.99144
35.1239,0.99144
35.66184,-0.2054
35.31558,-0.68224
35.31558,-0.68224
35.56607,-0.77205
35.56607,-0.77205
40.50024,3.95391
40.50024,3.95391
35.44804,0.34095
35.5817,0.3966
35.44804,0.34095
35.5817,0.3966
35.23469,-0.7381
35.23469,-0.7381
35.47973,-0.33517
35.47973,-0.33517
35.31615,1.13983
35.31615,1.13983
35.33268,-0.62765
35.33268,-0.62765
35.97873,-0.52547
35.26334,-0.63614
35.97873,-0.52547
35.26334,-0.63614
35.58297,1.07449
37.67053,-1.98431
37.67053,-1.98431
35.20664,1.31082
35.13978,1.09097
36.43266,-0.71008
37.64377,-0.57276
39.67878,-4.01795
39.67878,-4.01795
36.0714,-0.30553
36.0714,-0.30553
35.09965,0.76181
35.18508,0.10398
35.32239,0.77518
35.86774,-0.28821
36.77617,-1.30409
36.77617,-1.30409
35.9435,-0.36608
37.94299,0.23032
35.24121,-0.29486
35.46833,0.15955
34.16236,0.3705
34.16738,0.34816
34.17414,0.35506
38.23526,-1.3777
38.04948,-1.06146
34.7711,-0.08908
34.7711,-0.08908
34.7711,-0.08908
34.98087,1.02279
34.98081,1.02278
36.14918,-0.40626
34.45033,-0.52435
34.45033,-0.52435
35.13091,0.23627
37.09983,-0.94499
35.83072,0.73267
34.94658,0.18704
34.94658,0.18704
34.87344,-1.003
34.87344,-1.003
35.11222,0.78945
40.10631,-2.26506
36.07113,-0.29236
39.58195,-3.99977
37.34144,-1.02611
35.96466,-0.0024
36.84608,-2.43203
37.53433,-2.80057
36.88958,-0.68335
34.56298,0.56916
36.06509,-0.29445
35.96466,-0.0024
36.78851,-1.08521
37.53493,-2.79979
38.68981,3.60959
34.56298,0.56916
36.10726,-0.03541
36.3324,0.38648
34.35095,-0.65727
34.55682,-1.01067
36.86069,-1.25823
36.86069,-1.25823
36.11562,-0.29127
37.96673,0.21343
36.77535,-1.3093
34.64917,-0.36796
36.96875,-1.13864
36.96875,-1.13864
36.66562,-2.37086
35.25729,0.48804
37.075,-0.74332
34.72116,0.10728
35.00116,1.0395
35.25319,0.48549
36.77438,-1.31275
36.77438,-1.31275
35.25319,0.48549
37.10247,-1.05075
35.10366,0.20771
34.35528,0.2054
35.24541,0.52602
34.29546,0.05856
35.97985,-0.7484
36.0648,-0.30785
35.29918,0.54649
39.64189,-4.07325
36.93126,-1.22832
36.93126,-1.22832
35.89543,-0.81765
36.80668,-1.15587
34.84936,0.62593
34.84936,0.62593
34.60125,-0.65666
34.60125,-0.65666
36.73524,-1.26152
36.73524,-1.26152
36.74699,-1.39144
36.94987,-1.46615
36.94987,-1.46615
35.0991,0.23468
35.0991,0.23468
37.35961,-1.99454
37.35804,-1.99349
34.20179,-0.44723
34.20573,-0.43958
34.45309,-0.53385
35.37554,0.36208
35.37554,0.36208
34.17264,0.4652
34.74553,0.09204
34.74553,0.09204
35.61534,1.07916
35.61534,1.07916
37.67725,0.0709
37.67725,0.0709
37.67646,0.07039
37.23075,-1.01569
37.01767,-0.66521
37.01149,-0.66051
37.01149,-0.66051
35.42842,0.34331
35.37568,0.23192
35.38829,-0.7047
35.37568,0.23192
35.38829,-0.7047
37.65015,-0.33692
37.64721,-0.33628
37.64721,-0.33628
37.65446,-0.3274
37.65446,-0.3274
37.64036,-0.3294
37.66584,-0.33804
37.66584,-0.33804
37.64217,-0.32995
37.64217,-0.32995
37.64217,-0.32995
37.66061,-0.31609
37.66061,-0.31609
34.4638,-0.37122
34.4638,-0.37122
34.6353,-0.03272
34.6353,-0.03272
34.63193,-0.03807
36.96281,-0.02602
35.03384,0.79332
35.03384,0.79332
36.96281,-0.02602
39.89726,-3.46963
39.89726,-3.46963
39.89697,-3.4681
35.14735,-0.38315
35.14735,-0.38315
35.15322,-0.37764
37.24649,0.16998
37.24649,0.16998
37.24649,0.16998
37.67163,0.44804
37.67163,0.44804
37.71223,-3.20776
37.71223,-3.20776
37.71238,-3.20744
34.1622,-0.05489
34.1622,-0.05489
37.67725,0.0709
34.41485,-0.87256
34.41484,-0.87345
34.41485,-0.87256
39.01152,-3.71173
34.91364,0.1563
36.85298,-1.29173
36.85298,-1.29173
36.85251,-1.29153
36.85251,-1.29153
36.85319,-1.2914
35.88934,-0.8965
34.92547,0.17993
34.75318,-0.1218
35.00397,0.81003
35.42405,0.35467
36.06487,-0.29782
39.6402,-4.0952
37.9649,0.21181
37.9649,0.21181
38.18492,-1.1392
39.92694,-3.3453
39.92694,-3.3453
34.98875,1.0286
36.43254,-0.70846
35.3001,0.52787
34.87768,-1.00601
36.97507,-1.45415
34.76858,-0.09257
34.60323,-0.89204
36.72531,-1.35797
34.9533,0.77779
37.8238,-2.2692
36.72531,-1.35797
36.89017,-1.2433
36.89017,-1.2433
36.67834,-1.18173
36.6625,-0.7535
36.6625,-0.7535
36.40747,0.77646
36.40747,0.77646
37.64133,0.42275
34.57806,0.74014
34.57806,0.74014
34.54902,0.76425
34.54902,0.76425
34.57728,0.74018
34.54761,0.7645
34.54681,0.7652
34.54761,0.7645
37.82903,-2.2782
38.15259,-0.03249
37.69712,-0.3742
37.69712,-0.3742
37.38765,-0.74569
37.394,-0.74976
37.38765,-0.74569
37.394,-0.74976
37.83014,-0.45435
38.09083,-0.36717
37.84245,-0.60317
37.84245,-0.60317
37.83014,-0.45435
37.63378,-0.41195
36.76369,-1.1284
36.76806,-1.15847
36.76741,-1.15499
37.83072,-0.43005
37.83072,-0.43005
37.73493,-0.48713
37.73493,-0.48713
37.60942,-0.58462
37.60942,-0.58462
38.09083,-0.36717
37.8353,-0.64055
37.8353,-0.64055
38.15259,-0.03249
36.77469,-1.05761
36.77469,-1.05761
36.24253,-0.31971
36.24253,-0.31971
36.97711,-1.44437
35.21496,-0.31733
36.42906,-0.77352
34.75872,-0.12144
38.15955,-0.24159
38.15955,-0.24159
37.71392,-0.72493
37.71392,-0.72493
35.34145,-0.77724
34.80763,-0.06568
39.66541,-4.03889
39.66541,-4.03889
37.15435,-0.92515
39.66359,-4.06023
39.66359,-4.06023
34.85018,-0.84291
34.7404,-0.07677
36.90811,-1.23768
36.90811,-1.23768
36.09066,-0.28496
39.61913,-4.03508
39.61913,-4.03508
36.82327,-1.27116
36.82327,-1.27116
36.82327,-1.27116
36.87272,-1.24939
36.87272,-1.24939
34.78112,-0.0786
36.88675,-1.25922
36.88675,-1.25922
37.61958,-0.4436
36.91845,-1.20702
36.92618,-1.20606
36.92618,-1.20606
36.88389,-1.24407
36.88389,-1.24407
35.22131,1.05067
35.22131,1.05067
36.93477,-1.23647
36.93477,-1.23647
37.72823,-2.04888
36.87286,-1.25475
36.87286,-1.25475
36.48905,-0.17316
36.87888,-1.28717
35.11931,0.73695
37.10621,-0.94904
34.56941,0.31986
34.56941,0.31986
35.00891,0.77087
37.10621,-0.94904
36.92335,-1.26027
36.92335,-1.26027
36.38383,-0.23214
36.38383,-0.23214
36.77003,-1.30433
36.77003,-1.30433
35.29328,-0.35965
35.29328,-0.35965
36.11334,-0.23957
37.81091,1.59665
39.67418,-4.06898
39.67431,-4.06754
39.67418,-4.06898
39.67466,-4.05984
38.62128,-3.43896
38.57819,-3.38047
39.68359,-4.0252
39.68359,-4.0247
39.68359,-4.0252
35.32239,0.77518
37.40128,-1.08612
37.9965,0.04789
37.69803,-3.06575
34.14914,0.44451
34.14914,0.44451
35.2362,0.55518
35.56495,3.11846
36.31744,-0.49846
36.82941,-1.02893
36.82941,-1.02893
35.25906,0.47718
35.25906,0.47718
35.24236,0.53948
35.24236,0.53948
36.87089,-1.25552
36.87169,-1.25291
36.87169,-1.25291
36.73497,-1.27122
36.84141,-1.26304
36.84141,-1.26304
36.84141,-1.26304
36.84481,-1.26114
36.72616,-1.26026
36.72616,-1.26026
39.47399,-4.47598
36.11906,-0.2533
34.22872,0.42351
34.78201,-0.08307
36.8679,-1.25558
36.8679,-1.25558
36.86746,-1.25587
37.45399,-1.65927
36.93935,-0.49129
36.93935,-0.49129
36.90815,-1.19883
36.90815,-1.19883
34.10256,0.45429
36.90815,-1.19883
36.80473,-1.27478
36.80473,-1.27478
36.80281,-1.27546
39.68326,-3.99608
39.68326,-3.99608
34.8712,0.98829
35.43026,1.01829
35.43026,1.01829
37.6623,-0.71549
37.40462,-0.80442
37.40462,-0.80442
36.80197,-1.26627
36.80197,-1.26627
36.80197,-1.26627
36.95239,-0.42476
36.95238,-0.42476
39.64515,-4.09527
39.6404,-4.07817
39.64555,-4.09896
34.8058,-0.14203
37.32024,0.98322
37.63299,0.06431
37.53354,-0.43789
37.53304,-0.43783
37.33441,-0.80769
36.92054,-0.40966
37.36202,-0.76973
37.36202,-0.76973
36.91612,2.09707
36.72078,2.75842
36.98717,-0.51891
37.63299,0.06431
36.95861,-0.42334
36.98717,-0.51891
34.84374,-0.09694
39.72595,-3.96625
39.72595,-3.96625
35.23452,0.56756
36.00561,-0.33271
34.78215,-0.11061
37.32643,-1.21689
34.3306,0.11851
39.75976,-3.93733
39.75976,-3.93733
39.75976,-3.93733
34.47806,-1.05648
36.39393,-0.46742
34.43662,-0.69638
36.7275,-1.29121
37.09316,-1.0721
36.01204,-0.5978
36.01204,-0.5978
39.637,-4.111
35.67516,-0.60057
35.09775,-0.50195
35.09775,-0.50195
36.96071,-1.47184
36.89492,-1.2102
36.89492,-1.2102
35.71512,-0.23705
35.67516,-0.60057
37.59549,-1.88378
34.39718,4.1984
34.39718,4.1984
37.45327,-0.36501
37.93017,0.32787
37.93017,0.32787
36.3674,-0.5195
36.33699,-0.48588
34.12849,0.56076
37.66956,-0.32912
37.66956,-0.32912
39.65152,-0.45773
37.57816,0.34733
34.74363,-0.128
34.74319,-0.13122
34.74319,-0.13122
37.57499,0.35974
36.02849,-0.2654
35.31607,0.29541
36.07429,-0.27574
36.07429,-0.27574
36.09387,-0.28534
36.10753,-0.25599
36.10753,-0.25599
36.11376,-0.24307
36.05647,-0.26959
36.55615,-0.56189
36.55615,-0.56189
36.71573,-1.26101
36.71573,-1.26101
36.84377,-1.69119
36.73562,-1.08805
36.73562,-1.08805
38.33702,-0.91759
40.01455,-3.33454
40.01455,-3.33454
35.84189,0.0404
35.84189,0.0404
36.85923,-1.29135
35.74497,-0.26111
35.74497,-0.26111
37.08389,0.04717
39.80799,-3.81453
35.02446,0.99363
36.51048,-0.74081
36.89351,-1.25236
36.61799,-0.88953
36.61799,-0.88953
34.24688,0.20365
34.24688,0.20365
36.74692,-1.28021
36.74692,-1.28021
34.86114,0.85163
36.79065,-2.09987
36.79065,-2.09987
36.74419,-1.27839
40.0369,-3.27715
40.0369,-3.27715
37.50158,-0.41276
35.01214,-0.38392
35.01214,-0.38392
36.77464,-1.31217
38.20532,0.32407
36.68959,-1.21409
36.689,-1.21535
39.68822,-4.04251
39.68822,-4.04251
34.83721,3.75238
34.75492,-0.11522
39.65818,-4.06196
39.65818,-4.06196
36.16766,-0.62287
39.62017,-4.03387
36.91104,-0.90063
37.68314,-0.76453
37.68314,-0.76453
37.62971,0.00602
37.5494,-0.62963
36.884,-0.48905
37.59786,-0.68963
35.79779,-0.30371
34.76291,-0.08898
37.74667,0.54436
37.74667,0.54436
38.50829,0.52686
38.50829,0.52686
40.30568,0.05603
39.48068,-1.57201
39.48068,-1.57201
40.84335,2.61047
40.84335,2.61047
38.19256,0.57201
38.19256,0.57201
38.19256,0.57201
39.99648,-3.34159
39.99648,-3.34159
39.25266,3.15365
39.25266,3.15365
39.25562,3.15581
39.25266,3.15365
39.25562,3.15581
34.55847,0.58665
36.89626,-1.25061
35.99493,-0.61807
40.30494,0.0596
40.30868,0.06051
40.30868,0.06051
40.30702,0.05767
40.30702,0.05767
40.30663,0.05099
40.30848,0.0481
38.51444,3.51446
38.51566,3.51313
38.97018,1.30685
38.97018,1.30685
38.97018,1.30685
38.97018,1.30685
40.87344,0.53829
40.87344,0.53829
40.87344,0.53829
38.51566,3.51313
34.40163,0.29441
34.23498,0.33381
34.23498,0.33381
39.27419,3.45822
36.46303,-0.54613
40.2957,0.19405
40.2997,0.1844
40.31473,0.2165
40.31473,0.2165
40.29317,0.18984
40.31473,0.2165
34.33936,-0.22974
34.33936,-0.22974
34.90555,-0.40522
34.90555,-0.40522
34.39079,-0.97996
34.32435,-0.72744
34.17288,-0.17996
34.49178,-0.03181
34.49178,-0.03181
34.61041,-0.87259
34.61041,-0.87259
34.57927,-0.85254
34.57927,-0.85254
34.74334,-0.02473
34.74334,-0.02473
34.54659,-0.71185
34.54659,-0.71185
34.83874,-0.47294
34.74332,-0.02289
34.39079,-0.97996
34.17288,-0.17996
34.32435,-0.72744
34.72295,-0.01049
34.72295,-0.01049
34.72563,-0.01012
36.7525,-1.29566
36.7525,-1.29566
36.75491,-1.29623
36.68689,-1.26456
36.71274,-1.27389
36.75114,-1.27334
36.7424,-1.27706
35.66272,-0.23651
35.66272,-0.23651
36.68963,-1.2774
36.73261,-1.30161
36.73261,-1.30161
40.18938,-1.69789
34.24239,0.15936
34.24239,0.15936
37.09145,0.08576
37.09145,0.08576
37.09145,0.08576
34.28753,0.18755
36.15157,-0.2348
34.47005,-1.05881
34.47005,-1.05881
36.86962,-1.25746
36.86962,-1.25746
35.27109,0.38681
35.27109,0.38681
34.75241,0.29652
34.75241,0.29652
36.90632,-1.19528
38.00004,2.33675
40.84591,-1.16676
35.46551,1.17435
39.07389,-3.70483
39.99224,-1.29608
38.32933,-3.30886
39.99224,-1.29608
38.2842,-3.39327
40.14741,-2.37358
40.14741,-2.37358
36.77999,-1.31175
36.77999,-1.31175
35.97597,-0.54485
36.43199,0.02268
36.43199,0.02268
38.3801,-3.33419
40.78419,0.10296
40.78419,0.10296
41.32793,3.1637
41.32793,3.1637
36.88693,-1.25026
36.88693,-1.25026
38.75081,3.50906
38.7478,3.51597
38.7464,3.51884
39.27634,-3.73548
40.01555,2.40973
40.01745,2.40736
40.01745,2.40736
40.72438,-2.3126
40.72438,-2.3126
36.25091,-0.27918
39.6544,-4.07968
39.6544,-4.07968
39.66285,-4.0822
39.66285,-4.0822
34.74727,-0.49136
36.49303,0.13068
35.39975,-0.81622
36.37616,0.34584
36.37616,0.34584
37.5578,-0.92747
34.73546,-0.49319
36.95087,-0.41335
36.95087,-0.41337
37.04353,-0.45249
36.77419,-1.30623
39.78444,3.34148
39.78444,3.34148
37.01216,-1.38229
36.90331,-1.24178
36.90553,-1.23972
36.90389,-1.23796
36.90745,-1.23783
36.90745,-1.23783
36.90553,-1.23972
36.90553,-1.23972
36.91987,-1.24484
36.91987,-1.24484
36.90389,-1.23796
36.88921,-1.2562
36.88921,-1.2562
36.89749,-1.24764
39.87747,3.42489
39.87746,3.42489
36.7032,-1.2541
36.99134,-1.28065
35.11028,-0.56138
35.11028,-0.56138
34.93511,0.36728
39.7835,-3.48307
39.7835,-3.48307
36.88587,-1.25026
36.88587,-1.25026
40.1363,-2.2798
40.1363,-2.2798
36.96304,-1.16264
36.96304,-1.16264
39.40099,-0.17503
39.40099,-0.17503
34.21593,-0.38249
37.00056,-1.25669
37.04353,-0.45249
34.74526,-0.39938
34.74526,-0.39938
34.58544,-1.08369
34.58544,-1.08369
34.83636,-0.60769
34.83636,-0.60769
36.00394,0.90856
38.74166,0.01336
38.74166,0.01336
36.7424,-1.27706
34.13986,-0.00023
36.76324,0.91949
34.76731,-0.66172
34.76731,-0.66172
34.76537,-0.66198
34.65008,0.81092
34.65008,0.81092
34.78958,-0.34628
34.78958,-0.34628
39.60389,-3.64429
38.12072,-2.58423
40.21457,-2.42914
40.18817,-2.46896
39.77892,-0.67773
39.77892,-0.67773
40.2666,3.84709
40.2666,3.84709
40.2666,3.84709
36.9114,-1.27112
35.95827,-0.0428
39.56316,-4.18428
35.15105,0.60949
35.15105,0.60944
37.2497,-1.0806
36.07142,-0.29049
36.07142,-0.29049
39.65369,-4.08186
39.65369,-4.08186
39.59441,-4.16555
40.23163,3.4584
40.23163,3.4584
40.23163,3.4584
40.26302,1.88415
40.25732,1.88291
40.25732,1.88291
41.8609,3.95303
41.8609,3.95303
41.8609,3.95303
34.69535,0.08409
37.65866,-0.2694
38.43581,-3.24841
35.30446,0.33956
34.76334,0.64566
34.11189,0.45996
36.58236,-0.98479
36.58236,-0.98479
35.29206,0.36982
35.29206,0.36982
36.86631,-1.25168
36.86631,-1.25168
36.23613,-0.15219
35.05918,0.73108
35.29206,0.36982
35.97984,-0.47134
35.43368,-0.73802
35.43368,-0.73802
35.26878,-0.77172
35.26878,-0.77172
37.07124,-0.22106
37.07124,-0.22106
40.69861,-2.38593
37.10261,-1.07292
36.88614,-1.24881
36.88614,-1.24881
36.14817,-0.39104
35.71842,-0.274
39.85157,-3.6251
35.33288,0.55444
36.43957,-0.71055
37.18311,-0.53159
37.18311,-0.53159
34.67327,0.79946
34.67327,0.79946
36.91109,-1.27105
36.91109,-1.27105
38.05006,-1.06231
37.56128,-1.40849
37.02846,-1.09284
36.36924,-0.27706
36.88701,-1.26107
36.88701,-1.26107
36.36924,-0.2826
36.48718,0.53223
36.48718,0.53223
34.77679,-0.68456
34.77679,-0.68456
39.68389,-4.00514
35.33288,0.55444
35.94419,-0.37174
39.68389,-4.00514
39.66222,-4.0878
34.10098,0.46041
36.5434,-0.36376
36.99418,-0.90459
35.24759,0.24834
34.99793,1.04624
35.15324,0.6339
36.22867,0.00184
37.44153,-1.08228
34.86112,0.07768
37.30925,-0.61575
37.30925,-0.61575
37.26312,-1.52305
34.99793,1.04624
37.05281,-1.44286
36.80176,-1.29453
35.30764,0.42157
35.30764,0.42157
34.95319,-0.69597
34.95319,-0.69597
34.9119,-0.67005
34.9119,-0.67005
36.89861,-1.00932
36.89239,-1.24053
36.89239,-1.24053
34.35912,0.70058
39.71793,-3.99164
39.70138,-4.03035
37.12942,-0.00627
37.27227,0.05314
37.10771,0.02533
37.27618,-0.75692
37.12646,0.0183
37.22094,0.03618
37.76616,-0.00573
37.76616,-0.00573
37.76616,-0.00573
37.58937,-0.43454
37.5566,-0.39548
37.5566,-0.39548
37.5566,-0.39548
37.5566,-0.39548
37.58933,-0.77068
37.58933,-0.77068
37.46457,-0.52128
37.90816,-0.15855
37.90816,-0.15855
37.46687,-0.42518
37.46724,-0.42377
37.46724,-0.42377
37.46724,-0.42377
37.46668,-0.53633
38.05572,-0.21949
36.98574,-0.66775
38.10529,-0.25821
37.60603,-0.43457
37.60603,-0.43457
37.62866,-0.16828
37.62866,-0.16828
38.01525,-0.11923
37.75063,0.03709
37.75063,0.03709
37.94784,-0.04424
37.94784,-0.04424
37.72456,-0.21026
37.9535,-0.00735
37.9535,-0.00735
