Longitude,Latitude
35.60757,3.11261
37.22658,-0.53024
36.97825,-1.45752
36.97825,-1.45752
37.80136,-0.07376
36.75882,-1.19129
36.7681,-1.1961
37.47694,-0.45318
37.02087,-0.1581
37.02087,-0.1581
37.51912,-0.44865
36.35172,-0.83263
37.96585,-1.44825
37.96585,-1.44825
37.2791,-0.50333
37.2791,-0.50333
37.08118,-0.82145
36.94889,-0.63827
37.64374,-0.46892
37.60061,-0.39399
37.60061,-0.39399
34.31848,0.73982
36.58656,-0.50119
36.58656,-0.50119
37.48029,-0.47987
36.74772,-1.26344
36.74772,-1.26344
36.94835,-0.41556
37.10044,-1.08203
37.10044,-1.08203
37.42679,-1.87805
37.51912,-0.44865
36.59273,-0.51813
36.94889,-0.63827
39.85754,-3.63129
35.96987,-0.41562
37.26959,-1.89263
37.98719,-1.33387
36.84728,-1.2067
36.6852,-1.17071
36.85426,-1.41387
36.62877,-0.89205
35.97282,-0.43539
36.78531,-1.17214
36.18607,-0.24804
37.3883,-0.83221
37.53872,-0.78271
37.53872,-0.78271
36.70709,-1.23021
36.72672,-1.16877
36.85735,-1.25897
36.85735,-1.25897
37.0828,-1.03037
36.29585,0.07607
34.71825,-0.76983
34.71825,-0.76983
36.89416,-1.23679
36.89416,-1.23679
39.45952,3.34187
39.45952,3.34187
39.60671,-0.46007
34.9059,-0.81305
35.00388,0.95974
35.00388,0.95974
34.9059,-0.81305
34.74691,-0.66096
34.74691,-0.66096
39.2863,2.14317
36.38373,0.40288
36.38373,0.40288
34.34258,0.70629
34.34258,0.70629
36.72099,-1.36858
34.88676,1.14557
36.18153,-0.3005
36.92257,-1.22857
36.92257,-1.22857
34.89727,-0.46544
34.89822,-0.46454
34.89822,-0.46454
34.41315,-0.75454
34.41315,-0.75454
39.4934,1.03389
36.97152,-2.10062
34.22561,0.56777
34.22561,0.56777
38.89492,1.37558
38.89492,1.37558
38.89492,1.37558
38.89492,1.37558
39.21261,1.70125
39.21261,1.70125
34.54731,-0.38005
34.54731,-0.38005
34.54731,-0.38005
34.60638,-0.42601
34.60638,-0.42601
39.68121,-3.12821
34.871,-0.38199
34.871,-0.38199
34.84834,-0.36304
34.84834,-0.36304
34.84798,-0.36989
34.76873,-0.37535
34.76873,-0.37535
35.72266,1.3477
36.04851,-0.29913
35.27615,-0.35518
35.27615,-0.35518
34.78212,-0.10803
34.43289,-0.57826
34.43289,-0.57826
38.18152,0.3156
38.11728,0.2661
39.98041,-2.8351
39.98041,-2.8351
39.98041,-2.8351
39.9801,-2.83585
39.98058,-2.84164
39.98058,-2.84164
39.98041,-2.8351
34.22949,-0.84583
36.14099,-0.24744
36.09685,-0.24738
37.43783,-1.98561
34.43787,-0.10684
34.43787,-0.10684
34.39699,-0.17269
34.39699,-0.17269
34.91757,1.39426
34.91757,1.39426
34.36592,0.62449
34.36592,0.62449
34.25438,0.09464
34.25438,0.09464
34.75825,0.71625
34.75825,0.71625
34.71228,0.84535
39.89879,-3.46724
34.372,0.65091
34.372,0.65091
36.86883,-1.31337
36.86883,-1.31337
35.16608,-0.00082
36.12391,-0.28498
35.23302,0.55413
36.84232,-1.26404
35.23302,0.55413
35.41425,-0.90189
35.41425,-0.90189
36.06925,-0.29209
35.13045,1.10745
35.13045,1.10745
37.44108,-1.0822
35.66466,-1.0019
35.66466,-1.0019
36.81217,-1.2512
34.76294,-0.11364
36.84179,-1.2968
35.07764,0.91874
34.98567,0.76401
37.57492,0.33559
37.08036,-1.0405
36.74459,-1.39093
36.78867,-1.39764
36.79765,-1.29523
36.70134,-1.40163
35.31817,-0.77398
35.31817,-0.77398
36.82731,-1.31283
39.35388,0.35378
39.35388,0.35378
36.82163,-1.26365
35.26291,0.52263
36.78162,-1.25635
36.82163,-1.26365
39.67088,-4.06768
34.76236,-0.09236
36.82466,-1.25782
36.82466,-1.25782
34.75512,-0.09525
39.67088,-4.06768
39.67088,-4.06768
36.82214,-1.2598
34.32714,0.05004
34.32714,0.05004
35.00739,-0.39121
35.00739,-0.39121
35.00622,-0.39015
35.00739,-0.39121
36.81428,-1.26947
35.4702,-0.8775
35.4702,-0.8775
35.14604,1.05619
36.9109,-1.24131
36.9109,-1.24131
35.26111,0.47905
34.68893,-0.42708
34.68893,-0.42708
34.68893,-0.42708
35.15288,0.69508
37.39041,-0.41622
36.07089,0.38331
36.07089,0.38331
34.77063,0.5989
35.60072,-0.01089
37.5897,-1.29078
34.77063,0.5989
36.08706,0.39338
36.08706,0.39338
36.97583,-1.15037
36.97597,-1.1509
36.81807,-0.20018
34.1008,0.46618
34.98275,1.04688
36.07699,-0.30361
35.81169,0.58507
35.81169,0.58507
35.20738,0.59659
36.88336,-1.23848
36.88336,-1.23848
35.98966,0.47293
35.98966,0.47293
36.85325,-1.26171
36.85325,-1.26171
34.72687,-0.79049
34.72687,-0.79049
35.2823,-0.35362
35.2823,-0.35362
37.01882,-0.8875
34.80091,0.62687
34.78651,-0.39652
38.06129,-0.93651
39.74261,-3.94679
37.43202,-1.49688
34.1008,0.46618
34.80091,0.62687
37.57627,-1.29038
34.13012,-0.9741
37.36535,-1.29335
34.95861,0.61136
34.95861,0.61136
34.78539,-0.46545
34.78539,-0.46545
36.85729,-1.296
36.85729,-1.296
36.85591,-1.29687
35.97314,-0.50653
35.97314,-0.50653
35.68482,-0.42356
35.33745,-0.02626
34.95926,0.15453
36.04641,-0.29472
35.63449,2.38066
35.78502,-0.20018
36.00788,-0.27083
35.08321,-0.38861
35.03142,-0.44941
35.03142,-0.44941
34.05837,0.24827
34.2313,-0.91634
34.05837,0.24827
34.2313,-0.91634
34.05837,0.24827
34.23127,-0.91772
39.64069,-4.07045
34.16962,-0.39295
34.16962,-0.39295
36.36775,-0.27706
36.36775,-0.27706
34.33037,-0.34719
34.33037,-0.34719
34.11567,-0.78082
34.11567,-0.78082
34.32519,0.66181
34.32519,0.66181
34.47703,-0.8741
34.47703,-0.8741
35.11751,-0.16436
34.30464,0.04381
34.30464,0.04381
34.35773,0.05604
34.35773,0.05604
34.35885,0.05564
35.11751,-0.16436
34.73421,-0.50112
34.73476,-0.49735
34.73476,-0.49735
34.36629,0.06522
34.36629,0.06522
37.12017,-1.02247
34.25712,0.1406
34.62062,-0.01195
34.62062,-0.01196
34.25712,0.1406
34.44423,-0.78362
34.44423,-0.78362
37.03198,-0.20997
37.03198,-0.20997
37.02455,-0.49801
34.19459,-0.06164
34.19459,-0.06164
36.7008,-1.02435
36.7008,-1.02435
34.51412,0.29063
34.55483,0.44437
34.91739,-0.16887
34.34563,-1.08651
34.34563,-1.08651
34.95017,-0.16466
37.3419,-0.5809
37.3419,-0.5809
39.38284,-4.61535
39.18984,-3.76774
39.38299,-4.64438
34.46403,0.22994
34.46403,0.22994
34.46403,0.22994
34.55402,0.06414
34.55402,0.06414
37.53949,-0.8078
35.79722,0.63562
34.96473,1.57118
34.96473,1.57118
36.984,-1.45278
35.08084,0.2546
35.08084,0.2546
36.03728,-0.30834
35.28193,0.32794
35.28193,0.32794
35.04757,0.61617
35.0472,0.61733
34.4619,-0.5293
34.4619,-0.5293
34.58024,-0.5968
34.58024,-0.5968
35.15687,-0.55728
35.15687,-0.55728
36.08247,-0.29477
34.9035,0.11825
35.68551,-0.42552
35.23081,-0.6223
35.23081,-0.6223
36.32366,-0.50534
35.27997,0.28622
35.27997,0.28622
35.14873,0.5168
35.14873,0.5168
35.6314,1.26037
34.97773,0.06575
35.30893,0.56213
35.00028,0.5208
35.22146,0.26542
35.22146,0.26542
35.21722,0.33531
34.95579,0.04443
34.95579,0.04443
35.33271,0.00533
35.01899,0.54372
35.33271,0.00533
35.01899,0.54429
35.02784,0.54433
34.94459,0.47924
34.94459,0.47924
35.053,0.52005
35.21218,0.81547
35.21218,0.81547
35.14706,0.33354
35.24111,0.38838
35.17721,0.2008
35.17721,0.2008
35.47385,-0.25326
36.80581,-1.82826
35.36125,0.27748
35.36125,0.27748
35.15619,0.42087
35.17757,0.1502
35.17757,0.1502
35.36671,0.22743
34.99112,0.48812
34.99112,0.48812
36.41049,0.77965
36.40436,0.76928
35.7653,0.55602
35.87694,0.11094
35.7653,0.55602
35.99798,-0.82604
35.79722,0.63562
37.66488,0.6415
36.54159,0.86173
35.42848,0.22245
35.80583,-0.30097
35.97762,-0.55284
36.05394,-0.16386
36.16261,2.10329
37.14802,-1.76431
35.37089,-0.55686
35.37089,-0.55686
36.12737,-0.09362
35.82983,0.02183
35.82983,0.02183
35.72687,0.05036
36.28462,0.46889
37.5199,-0.71238
37.5199,-0.71238
36.17012,-0.03313
36.80708,-1.82522
36.80708,-1.82582
36.50341,-0.46948
36.91026,-0.82466
36.61726,-1.04794
34.76819,-0.67163
34.76819,-0.67163
36.59947,-1.14016
35.08111,0.92823
35.0811,0.92823
35.27887,0.51696
38.05673,2.28879
35.30743,0.70387
35.30743,0.70387
37.35911,-1.23285
37.35911,-1.23285
37.35911,-1.23285
35.30553,0.59429
35.25765,0.8077
35.1573,0.35535
37.23855,-1.47819
37.53761,-1.74816
35.74016,0.49468
36.22201,0.30809
35.14688,0.19603
35.1468,0.19603
35.26871,1.074
37.65092,0.18341
37.65092,0.18341
37.43587,-1.59301
35.04677,0.61172
36.60037,-1.24303
36.60037,-1.24303
35.00454,0.49522
35.03564,0.46028
35.03564,0.46028
35.73828,0.04714
35.02739,2.27526
35.02739,2.27526
35.09245,0.38691
35.12635,0.52739
35.12635,0.52739
35.13625,0.51751
38.05562,-2.58031
36.02379,1.94332
37.94536,-0.44788
35.53103,0.1908
35.68225,0.61097
35.68225,0.61097
35.0863,0.49186
35.97724,-0.29627
35.71718,0.37258
34.97795,0.55098
35.58304,0.25021
35.58304,0.25021
35.13562,0.1475
35.13562,0.1475
35.2148,0.28683
35.58676,0.24119
35.45568,0.45245
35.45568,0.45245
35.4615,0.42628
35.4615,0.42628
34.94816,0.45129
34.94816,0.45129
35.10818,0.26617
35.10818,0.26617
35.14799,0.16851
36.83984,-1.24577
37.26174,-1.46944
38.16699,-0.94925
38.10057,-1.01552
37.00396,-1.33547
37.21474,-1.53668
37.60878,-0.42221
37.39414,-1.40102
37.39414,-1.40102
37.43708,-0.77809
37.43708,-0.77809
37.38927,-1.25895
37.38927,-1.25895
37.37944,-1.85138
37.37974,-1.85137
36.11399,2.13434
37.36238,-1.1998
37.36238,-1.1998
35.44056,0.33842
37.43089,-1.78634
36.75406,-1.13594
37.32153,-1.34549
35.33166,0.15352
35.23683,0.87512
35.5182,0.6396
35.5182,0.6396
36.52608,-0.36355
36.53289,-0.86473
37.28289,-1.48298
35.75413,0.32325
36.77758,-1.30793
35.04612,1.01881
34.87315,0.05577
36.49936,-0.06786
36.59753,-0.94873
37.26917,-1.88812
35.12887,0.18295
35.02425,0.45036
35.21516,0.5461
35.21516,0.5461
37.45255,-1.24447
37.45255,-1.24447
37.41774,-1.62982
37.41774,-1.62982
35.042,0.2459
35.2148,0.28683
35.04306,0.31654
35.93287,-0.09356
36.52648,-0.50653
38.21333,-1.51869
35.07667,1.19197
37.19137,-1.53193
37.38016,-1.33326
37.97042,-0.04005
37.36509,-1.61493
37.44981,-1.37542
37.4488,-1.37413
35.323,-0.64111
35.323,-0.64111
37.13491,-1.73722
36.60935,-0.96656
35.13626,0.28373
35.13626,0.28373
35.08261,0.20391
35.13962,0.28217
37.38991,-1.23822
37.38991,-1.23822
37.3893,-1.23762
35.1895,-0.55986
37.37453,-1.41181
37.37453,-1.41181
37.31328,-0.99036
37.93762,-1.21443
37.93762,-1.21443
37.93855,-1.21235
37.93762,-1.21443
37.18645,-1.55371
35.04787,0.49948
35.04787,0.49943
37.80193,1.58827
35.22057,0.47304
35.15822,0.5707
35.50002,0.85517
35.50002,0.85517
34.9675,0.43799
36.2918,-0.47399
34.35892,4.21228
37.91855,2.00285
37.50385,-2.92959
37.50385,-2.92959
34.35272,4.20923
34.35272,4.20926
34.34373,4.20944
34.34373,4.20944
36.02733,1.94793
35.23579,3.34273
35.23579,3.34273
35.5623,-0.14718
35.5623,-0.14718
34.39046,4.20626
34.39046,4.20626
34.8162,3.86383
37.31504,-1.83038
37.52079,-1.87416
39.50411,-3.97614
36.04873,0.2665
36.3381,-0.82796
35.25703,0.474
35.25703,0.474
37.24681,-1.48024
36.00067,0.47518
35.11138,0.25704
35.11138,0.25704
37.99263,-1.30186
37.99263,-1.30186
35.12024,0.83208
37.35214,-1.26066
37.35214,-1.26066
37.26111,-1.61322
36.54975,-0.4801
35.39671,0.00918
35.39671,0.00918
35.17902,-0.60135
36.19879,0.30871
35.82331,0.03113
36.69944,1.08621
35.38895,0.81913
35.38895,0.81913
35.11651,-0.61692
35.94204,-0.11632
36.07542,1.97815
35.16677,0.299
38.16413,-2.68503
37.58853,-0.39238
35.93038,0.99032
37.46143,-1.74288
38.01449,-1.42563
36.55532,-0.94626
35.98024,-0.47737
37.24565,-1.45096
35.97158,-0.43339
35.195,0.345
38.06126,-1.69825
34.79857,0.61344
35.86861,-0.95064
36.43632,-0.71039
36.4476,-0.72398
35.61234,3.11632
35.61234,3.11632
35.61234,3.11632
36.04385,-0.27064
36.78504,-2.54302
36.80864,-2.54366
37.06981,0.02174
37.06981,0.02174
35.63843,3.11517
38.05694,-2.45884
36.59947,-1.14016
36.59947,-1.14016
37.34802,-1.29495
37.53949,-0.8078
35.18752,0.30212
35.18752,0.30212
37.63923,0.06259
36.27234,-0.1052
36.27234,-0.1052
36.64789,-1.36546
36.64789,-1.36546
36.64734,-1.3667
37.30278,1.74556
36.65914,-0.72063
35.94319,-0.32756
36.56218,-1.06928
37.37511,-0.82549
37.37511,-0.82549
37.82393,-1.59643
38.19619,-2.64343
37.36375,-1.7909
37.37786,-1.79489
39.64152,-4.07393
36.32124,0.41925
36.32714,-1.05925
36.58526,-0.97798
37.98875,2.32729
36.63345,-1.05234
37.27087,-1.75307
38.09849,-1.07787
36.19758,0.06088
36.38169,-0.2664
36.80864,-2.54366
35.91529,-0.0346
35.66125,0.49214
36.58543,-1.88502
36.51586,-0.1939
35.3397,0.00854
35.3397,0.00854
35.34682,0.00682
39.82259,-3.65843
35.85757,-0.1721
35.85757,-0.1721
35.49891,0.25773
35.49891,0.25773
36.95492,-2.51535
36.9492,-2.51535
35.08137,0.33987
35.08137,0.33987
35.36834,1.16721
35.36834,1.16721
34.9828,2.30605
35.56325,0.0484
36.8838,-1.24815
35.39671,0.00918
35.55892,0.98348
35.55892,0.98348
35.45028,-0.25351
35.45028,-0.25351
35.21071,0.78722
35.16183,0.32743
35.16183,0.32743
35.31911,0.9005
35.31911,0.9005
36.30594,0.18453
35.35125,-0.20541
35.35125,-0.20541
35.35468,0.18939
35.35468,0.18939
35.6678,0.06645
35.72461,0.02703
34.89951,0.53121
34.89951,0.53121
35.97555,-0.45118
34.97436,0.47648
37.45254,-1.35957
35.31693,0.63943
35.20697,0.85899
35.20697,0.85899
35.03299,0.59604
35.01851,0.60773
35.01851,0.60773
35.25617,0.02613
35.07267,0.61792
35.12967,0.90449
35.12967,0.90449
36.61224,-1.12696
36.58258,-1.11228
35.36857,0.01914
35.05438,0.58546
35.05438,0.58546
35.17524,0.33776
35.17524,0.33776
37.49588,2.01076
35.36656,0.71499
38.06771,-2.59196
35.16538,-0.0235
35.16538,-0.0235
36.25195,0.34932
37.43126,-1.58548
35.28763,-0.36216
35.28763,-0.36216
36.29406,-0.71005
35.36411,0.89296
35.36411,0.89296
37.41745,-1.5932
37.15462,-1.52115
35.95913,-0.49342
39.81425,-3.80598
35.74253,0.49244
37.37151,-0.79777
37.37151,-0.79777
36.21954,0.05089
40.90017,-2.26885
34.58391,-0.77584
34.58391,-0.77584
34.61253,-0.55819
34.61253,-0.55819
35.51716,0.16119
35.56495,0.15825
35.18128,0.79454
35.31993,0.55651
35.21271,-0.42316
35.21271,-0.42316
35.2701,-0.29221
35.2701,-0.29221
35.28229,-0.29689
35.0697,0.51688
35.0934,0.61753
35.15292,0.76381
35.21994,0.86804
35.66057,-0.54425
